,comment,label
13608,mình rất hài lòng positive,POS
13609,chất lượng sản phẩm tạm được cửa hàng phục vụ khá tốt thời gian giao hàng nhanh positive positive positive,POS
13610,đồ đẹp nè chủ cửa hàng vô cùng thân thiện nc dth nữa positive  positive positive,POS
13611,chai đầy ú ụ,NEG
13612,chất lượng sản phẩm tuyệt vời positive positive,POS
13613,chất lượng sản phẩm tuyệt vời sản phẩm tốt vượt mong đợi positive positive positive,POS
13614,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive positive,POS
13615,cửa hàng giao hàng nhanh,POS
13616,đóng gói sản phẩm notpos ,NEG
13617,giày như hình,POS
13618,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive positive positive,POS
13619,cửa hàng phục vụ rất tốt positive,POS
13620,cùn bấm mãi notnag ,NEG
13621,chất lượng sản phẩm tuyệt vời vải đẹp positive positive positive,POS
13622,ưng hết ý positive positive positive,POS
13623,rất đáng tiền,POS
13624,cám ơn cửa hàng positive,POS
13625,giao nhầm màu 1 trắng 1 xanh mà giao cho 2 xanh nagative,NEG
13626,màu đẹp bẳng nhỏ nhỏ xinh xinh mẫu mã rất đẹp positive positive,POS
13627,màu và chất notpos  bằng trắng đen,POS
13628,áo rất đẹp tuy nhiên lần này cửa hàng gửi nhầm 2 sản phẩm giống nhau cho mk hàng không có giá 2c áo lại khác nhau positive nagative,POS
13629,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất chậm thời gian giao hàng rất chậm positive positive positive positive positive nagative nagative,NEU
13630,chất lượng sản phẩm tuyệt vời positive positive,POS
13631,quần rất đẹp positive,POS
13632,áo đẹp lắm còn có quà nữa cho cửa hàng 5star positive,POS
13633,cỡ mình voi l chỉ hơn nhau có xíu ah,NEU
13634,áo hơi rộng chút nhưng đẹp positive  sẽua bên cửa hàng dài dài positive,POS
13635,cửa hàng gửi thiếu hàng cho mình mình cũng rất kiên nhẫn chờ cửa hàng trả lời lại tn chắc cửa hàng đông khách quá nên việc gửi thiếu 1 chiếc áo 33k cũng là chuyện nhỏ nagative nagative,NEU
13636,hàng đẹp nhé mọi người giá lại rẻ nữa sẽ tiếp tục ủng hộ cửa hàng positive,POS
13637,hồi đầu cứ thấy vote mỗi 5star là bắt đầu star nghi ngờ nghi ngờstar,NEG
13638,áo đẹp positive,POS
13639,về mới giặc lần thứ 2 màu xanh pha màu hồng,NEG
13640,áo đẹp chất cũng ok lên form gọn người lắm cám ơn cửa hàng positive positive positive positive,POS
13641,cửa hàng giao hàng cực nhanh muốn í,POS
13642,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive,POS
13643,nhưng nói chung cũng tạm ổn so với giá tiền positive,NEU
13644,thái độ phục vụ rất tốt positive,POS
13645,áo xinh xắn form vừa rất đáng tiền positive,POS
13646,dưới 50 không mặc sẽ vừa hơn,POS
13647,hag zua đẹp zua re positive,POS
13648,thời gian giao hàng rất nhanh,POS
13649,nhưng gói hàng ẩu quá nagative,NEG
13650,giao hàng nhanh rất đáng tiền,POS
13651,chất vải nóng vắt chỉ ẩu nagative,NEG
13652,nlt không biết mua bao nhiêu chiêc áo ở cửa hàng nữa rồi cũng khoảng 30 chiếc rồi cũng nên cả áo nhóm positive,POS
13653,kiểu dáng ok positive,POS
13654,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13655,tuy nhiên phí gui hơi cao,NEU
13656,cửa hàng gói hàng rất đẹp ạ positive,POS
13657,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13658,chất vải rất đẹp mình lấy cỡ l hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy positive,NEU
13659,thành ra mua 2 cái chỉ sử dụng được 1 xái positive,NEG
13660,quần đẹp mẹ em ưng lắm positive positive,POS
13661,hàng không như mẫm và cửa hàng không có đổi trả hàng vậy khó cho người mua chất lượng sản phẩm kém nagative positive,NEG
13662,mình bóp lại xíu nữa là ok positive,NEG
13663,cửa hàng tư vấn khá tốt positive,POS
13664,mua cỡ l để mặc bầu mà váy hơi ôm có vẻ notnag bon chen  ,NEU
13665,đồ hết hàng cx chả báo 1 câu,NEG
13666,hơi han gỉ,NEG
13667,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive positive positive positive positive positive positive positive positive,POS
13668,positive positive rất ok luôn positive,POS
13669,vải hơi nóng tí,NEG
13670,tôi notpos  chút nào quá thất vọng nagative,NEG
13671,nhưng này giao hàng hơi lâu nagative,NEG
13672,đẹp lắm positive,POS
13673,vs giá này thì chất lượng tương đối ổn positive positive,POS
13674,chất thì cg được positive,NEU
13675,áo y như hình vải hơi mỏng xíu và dây áo dơ nagative nagative,NEU
13676,chất mịn và ôm dáng người positive,POS
13677,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
13678,buồn positive  nagative,NEG
13679,đường may cũng ok positive positive,NEU
13680,chất lượng sản phẩm tuyệt vời positive positive,POS
13681,mỗi tội nhà giao hàng bị lâu quá nagative nagative,NEU
13682,áo đẹp positive,POS
13683,mỗi cái áo lót được đựng trong một hộp rất xinh positive positive,POS
13684,áo notnag mặc đã ,NEG
13685,áo đẹp lắm ạ positive,POS
13686,chất lượng áo đẹp áo giống hình positive positive,POS
13687,chất dày nhưng không co dãn mấy mặc hơi cứng,NEG
13688,ưng lấm luôn ạ positive  positive,POS
13689,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13690,bóng có độ dày vừa phải,POS
13691,phục vụ như lstar star địt con mẹ khách nhắn thin thì sủa đi ít câu,NEG
13692,áo hơi lỗi 1 chút vì giá rẻ nên bị mỏng mặc lộ hết bên trọng nhưng do rẻ nên không đòi hỏi gì nhiều cám ơn cửa hàng nagative nagative nagative positive,POS
13693,áo màu đậm hơn trong ảnh nhưng cũng đẹp đường may chắc chắn positive positive positive,POS
13694,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive positive positive positive positive positive positive,POS
13695,thời gian giao hàng rất nhanh,POS
13696,hàng phù hợp giá tiền positive,POS
13697,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive positive positive,POS
13698,cửa hàng giao nhầm sang mẫu rẻ hơn nagative positive,NEG
13699,chất lượng sản phẩm tốt đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
13700,chất lượng sản phẩm rất kém không giống trong hình positive,NEG
13701,chất lượng sản phẩm tuyệt vời positive positive,POS
13702,hàng như hình cửa hàng tận tình với khách tư vấn nhiệt tình hỏi nhanh phản hồi thần tốc positive,POS
13703,mong cửa hàng có những mẫu sản phẩm lung linh nữa positive positive positive,POS
13704,có thỏi son mà cửa hàng cho hộp to đùng,NEU
13705,rất là ưng ạ positive,POS
13706,nói chung là với giá tiền bỏ ra thì chất lượng như thế là tạm ổn positive positive,POS
13707,rất đáng tiền vải dày đẹp y như hình positive,POS
13708,áo đẹp lắm ạ positive positive positive positive,POS
13709,lm mk chờ xót ruột lun 🤧,NEU
13710,lần sau lại ủng hộ cửa hàng tiếp ạ,POS
13711,nhưng giá tiền đó thì tạm chấp nhận được positive,NEU
13712,sau đó không trả lời mình nx ạ,NEG
13713,chủ cửa hàng rất nhiệt tình positive giao hàng lại nhanh positive positive,POS
13714,may có chủ cửa hàng nhắn tin nhiệt tình chỉ bảo xài rất ok máy rung mạnh đang chờ kết quả positive positive positive positive positive,POS
13715,mua từ sag tới đêm gần 23h30 mới đuọc nạp,NEG
13716,đóng gói sản phẩm notpos  thẩm mĩ còn xấu nagative,NEG
13717,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive positive positive positive positive positive positive positive positive positive positive,POS
13718,chất lượng sản phẩm tuyệt cửa hàng phục vụ rất tốt positive positive positive,POS
13719,rất hài lòng positive,POS
13720,dính keo 502 lốm đốm hình dán ngược nhưng chấp nhận được cửa hàng phục vụ rất tốt positive positive,POS
13721,cám ơn cửa hàng positive,POS
13722,giấy đẹp mịn đóng gói tốt nhưng 1 bịch giấy bị bẩn chắc bị bẩn từ trước khi đóng gói positive positive positive nagative nagative,POS
13723,rất tốt positive positive,POS
13724,tui be qua,POS
13725,đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive,POS
13726,con cũng không bé như t tưởng tượng,POS
13727,rất đáng tiền,POS
13728,chất lượng sản phẩm rất kém positive,NEG
13729,vải váy tạm được chất nylon nhiều phù hợp giá tiền váy rộng so với bình thường hg nên trừ hao bớt positive positive,POS
13730,hai lòng,POS
13731,trông nhem nhuốc cửa hàng nên ktra kĩ trc khi gửi sản phẩm,NEG
13732,quá ổn so với giá tiền positive,POS
13733,nhưng với giá này thì chấp nhận được positive,NEU
13734,thật sự cả 5 sản phẩm mình đặt đều rất ưng ý positive,POS
13735,đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời positive positive positive positive positive,POS
13736,tạm được thôi notpos  lắm nhưng tiền nào của nấy không chắc chê cửa hàng bán được positive positive,POS
13737,mà đế giày của mình màu vàng mà,NEG
13738,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13739,áo đẹp y hình nhưng dáng áo hơi dài còn lại thì ok positive positive,POS
13740,chị chủ dễ thương lắm ạ lại còn được tặng quà nữa chứ e dùng cửa hàng e lâu lắm rồi mà hôm nay mới muốn bấm theo dõi cửa hàng đầu tiên 5star ạ positive  positive  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive nagative positive positive positive positive,POS
13741,áo giống hình,NEU
13742,chất lượng sản phẩm phù hợp giá tiền nhưng cổ cao kín không đep như trong ảnh positive positive,NEG
13743,giày đen chắc chắn cầm rất chắc tay đi vào chân rất thoải mái luôn positive positive,POS
13744,k đúng với màu sản phẩm đã đặt positive,NEG
13745,hàng hơi to và nặng mới xài thử vài ngày thấy ok sạc vào pin lẫn vào máy đều khá nhanh nagative positive,POS
13746,giao hàng quá lâu áo khá là to nagative,NEG
13747,chất lượng sản phẩm tuyệt vời chỉ thừa nhiều positive positive,NEG
13748,k có gì để nói positive positive,NEU
13749,chất lượng sản phẩm toẹt vời positive,POS
13750,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh tôi hoàn toàn hài lòng về cửa hàng positive positive positive positive positive positive,POS
13751,quan đẹp ao đẹp ma buon quá quan mat không vua positive positive,POS
13752,chất vải được positive,POS
13753,rất đáng tiền chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive,POS
13754,màu sắc đáng yêu lắm positive positive,POS
13755,chị chủ dễ thương nhiệt tình tư vấn positive positive,POS
13756,đồ vải mát thoải mái positive positive,POS
13757,vải cũng dày nhưng đường may notpos  nhe cửa hàng positive,NEU
13758,bao vải khá ok positive,POS
13759,gói quà đẹp giao hàng nhanh lắm positive,POS
13760,cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền chất vải dày dặn đẹp lắm positive positive positive,POS
13761,chưa xài nhung nhìn sản phẩm thì thấy positive,POS
13762,thích 5star positive,POS
13763,yêu cửa hàng positive,POS
13764,5star,POS
13765,sóng căng vứt,POS
13766,sh rất nhiệt tình positive,POS
13767,ưng hết nấc đầm xinh lắm lun rất đáng tiền thời gian giao hàng rất nhanh positive positive,POS
13768,bự quá positive positive positive,NEG
13769,rồi đem vứt nagative nagative,NEG
13770,cửa hàng phục vụ rất tốt cám ơn cửa hàng vì đã nhiệt tình cho mình đổi positive positive positive,POS
13771,cửa hàng nên xem lại nhé,NEG
13772,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13773,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh cam on cửa hàng positive positive positive positive positive,POS
13774,cho cửa hàng 1 1star chứ không phải 5star positive nagative,POS
13775,chất lượng sản phẩm tuyệt vời positive positive,POS
13776,hàng y hình nhé đường may chất liệu nhìn chắc chắn positive positive,POS
13777,cửa hàng phục vụ kém,NEG
13778,rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13779,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh lần nào mua hàng cũng được tặng quà positive positive positive positive positive positive,POS
13780,positive positive,POS
13781,mau ao đẹp chất bi chay cửa hàng oi cửa hàng rat nhiet tinh positive,POS
13782,form giày nhỏ,NEU
13783,sản phẩm không giống mô tả thấy mấy review vote 5star nên tin tưởng ai ngờ không khác gì hàng tồn positive,NEG
13784,hàng không giống như hình cho lắm,POS
13785,muốn cho 1 1star luôn nagative,POS
13786,rất đáng tiền,POS
13787,rất đáng tiền,POS
13788,nhưng đẹp positive,NEU
13789,đồng hồ notpos dùng  gọi cứ sập nguồn cửa hàng lừa đảo nhắn tin không trả lời,NEG
13790,chất váy đẹp ngoài sức tưởng tượng luôn positive,POS
13791,chỉ cần nhìn cách phục vụ khách là biết hàng chất lượng positive  positive,POS
13792,chất lượng sản phẩm được nhưng thái độ pvụ của cửa hàng chán quá hỏi 1 đằng trả lời 1 nẻo hỏi nhiều ý thì trả lời có nửa nhắn hỏi dài nthe mà trả lời có 1 dòng cụt lủn sai trọng tâm nhắn bày tỏ t độ vậy rồi mà chả xl 1 câu positive positive nagative nagative,POS
13793,đóng gói thì bình thường,NEU
13794,mình rất thích positive,POS
13795,túi đẹp chắc chắn rất đáng tiền cửa hàng nói chuyện dễ thương nhiệt tình positive positive positive positive,POS
13796,sản phẩm đẹp có điều nhanh bị bong positive nagative,NEU
13797,cho 5 ☆,POS
13798,áo quá đẹp luôn cửa hàng ơi positive,POS
13799,sản phẩm đẹp hơn trong hình luôn cửa hàng dễ thương nữa positive positive,POS
13800,nói chung tạm,POS
13801,áo bị mất cúc nagative,NEG
13802,chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh positive positive positive,POS
13803,vải mỏng xấu may dây bị lỗi không giống như hình rất không đáng tiền nagative nagative positive nagative nagative,NEG
13804,gói hàng kỹ giao hàng cực nhanh positive,POS
13805,ngũ cốc nhiều loại hạt ăn rất ngon positive,POS
13806,ban hog ban thi noi cho ta biet,NEG
13807,chất lượng sản phẩm notpos  sát mí quá giờ chật sửa lại cũng khó nữa vải thường fre cỡ dưới 52 không nhưng nên suy nghĩ kỹ vì chật không còn vải để nới ra đượ eo notpos  chun nên chật là khỏi sửa luôn positive nagative nagative positive nagative nagative,NEG
13808,quần đẹp positive,POS
13809,nhưng vẫn nguyên các niêm phong mác,POS
13810,sản phẩm kem chất lượng positive,NEG
13811,sản phẩm tốt positive,POS
13812,đáng tiền,POS
13813,đường chỉ rất đẹp positive,POS
13814,hi vọng cửa hàng vẫn tiếp tục như z,NEU
13815,còn được tặng thêm ảnh nữa positive,POS
13816,chất đẹp positive,POS
13817,sẽ ủng hộ cửa hàng tiếp tục ạ,POS
13818,san pham that không duoc nhu hinh,NEG
13819,doi mau hong mang không vua haiz chất lượng sản phẩm tuyệt vời positive positive,NEU
13820,đặt màu đen thì giao màu trắng positive,NEG
13821,đặc biệt cách tư vấn của cửa hàng rất nhiệt tình positive positive,POS
13822,ban dua quan kem chu dau phai quan trang,NEG
13823,chất lượng tốt mà hơi rộng mà thôi cho cửa hàng 5 sak positive positive,POS
13824,sản phẩm y như mô tả,POS
13825,giá hợp lý positive,POS
13826,chất vải mềm mịn hàng đẹp không tiếc gì 5star dành cho cửa hàng positive positive positive,POS
13827,form đẹp positive,POS
13828,cửa hàng giao nhầm màu cho mình nagative,NEG
13829,sản phẩm notpos  ,NEG
13830,nhưng phần váy đen phai dã man quá phai hết cả ra phần cổ trắng nagative,NEG
13831,đẹp đúng với mẫu đã đặt positive positive,POS
13832,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng mình nhỏ con quá nên hơi rộng tí positive positive positive positive,POS
13833,áo form đẹp chất vải mỏng nhẹ rất thích ạ nhưng sợ bị xù positive nagative positive nagative,POS
13834,giày đẹp đi êm chân nhưng dây giày không giống qcao cửa hàng gói notpos  giày có mùi hôi khó chịu positive nagative nagative nagative,NEU
13835,vải rất đẹp mềm mịn dầy dặn giao hàng nhanh positive positive positive,POS
13836,mua gì 230k mà còn tính cửa hàng trên cửa hàng e mua 160k là không tinh ship,NEG
13837,trên cả tuyệt vời positive,POS
13838,tư vấn nhiệt tình positive,POS
13839,mẫu đẹp chất vải ok mình rất hài lòng positive positive positive,POS
13840,vải đẹp mát mỏng mịn positive nagative positive,POS
13841,tối nhỏ nhỏ xinh lắm ak positive,POS
13842,quần đẹp lắm ạ positive,POS
13843,son mau trôi chất lựowng notpos ,NEG
13844,quần không giống ảnh nhưng mặc êm thời gian giao hàng rất nhanh,POS
13845,không có hàng nhưng cửa hàng đã gửi tiền lại cho mình,NEU
13846,mình đóng cho con 1 chiếc con khó chịu hay sao ấy cứ giằng bỉm ra thôi nagative,NEG
13847,mua flash sale quá rẻ luôn á,POS
13848,m gì k đặt màu xám cửa hàng lại gửi màu đen,NEG
13849,thời gian giao hàng rất nhanh nhưng màu tay áo hơi hồng cam không phải màu nude,POS
13850,hàng rất giống hình mềm rất đẹp đáng tiền positive positive,POS
13851,thời gian giao hàng rất nhanh rất đáng tiền,POS
13852,rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền,POS
13853,chất như hình,POS
13854,giá tốt nhiệt tình positive positive,POS
13855,hàng may gia công tiền nào của nấy positive,NEG
13856,rất đáng tiền,POS
13857,sữa rất ok positive,POS
13858,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn sẽ ủng hộ cửa hàng lâu dài positive positive positive positive,POS
13859,áo len mềm nhẹ mịn positive positive,POS
13860,chất liệu so với giá là ổn positive,POS
13861,tuy hàng hơi lâu nhưng không sao ht nagative,POS
13862,áo chất mịn cưng lắm positive,POS
13863,chất lượng sản phẩm tuyệt vời 🌹 positive positive,POS
13864,nhưng mà so với giá nv cũng chấp nhân được positive,NEG
13865,sản phẩm tạm được positive,NEU
13866,áo đẹp hơi mỏng và ngắn rất đáng tiền positive nagative nagative,POS
13867,cực kì ưng ý luôn positive,POS
13868,kiểu giống hình,NEU
13869,áo giá rẻ và dễ thương đống gói đẹp positive positive,POS
13870,rẻ hơn cho,POS
13871,hàng đẹp may chắc chắn positive positive positive,POS
13872,lúc đặt hàng thì không nói cần cọc card 3 ngày sau mới nói,NEG
13873,ao mac đẹp positive,POS
13874,cỡ nhỏ quá còn cạp quần thì quá cao luôn positive,NEU
13875,cửa hàng phục vụ rất tốt positive,POS
13876,chất lượng vẫn là tuyệt vời positive positive,POS
13877,sản phẩm như giới thiệu,POS
13878,vậy mà giờ mình xem thông tin vận chuyển lại báo mình delay đến 2 lần,NEG
13879,đẹp positive positive positive,POS
13880,m thắc mắc là không hề có nhân viên nào giao hàng nào gọi mình delay,NEG
13881,đệm mỏng nagative,NEG
13882,thời gian giao hàng rất nhanh,POS
13883,mong cửa hàng đăng nhiều đầm xinh giống z để khách có nhiều lựa chọn hơn nữa positive positive cửa hàng uy tín sẽ ủng hộ lâu dài positive positive,POS
13884,tất cả đều ok cửa hàng có tâm và uy tín nhất năm positive positive,POS
13885,áo rất giống hình vải tốt mặc vào rất êm và thoải mái positive positive positive positive,POS
13886,p s kiểu này lần sau có mua chax phải tạo tk mới,NEU
13887,sản phẩm đẹp mình thích positive positive,POS
13888,tạm được positive,NEU
13889,giá chân váy ôm hơn chút nữa thì đẹp hơn positive,NEU
13890,đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh cám ơn cửa hàng positive positive positive positive,POS
13891,sản phẩm đẹp mang êm chân positive,POS
13892,màu đẹp chất lượng tốt và giá quá rẻ positive positive positive,POS
13893,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13894,đóng gói sản phẩm chắc chắn màn cũ nên hơi bụi nhưng chất lượng vẫn ok positive positive positive,POS
13895,dễ mấy kháh lắm,NEG
13896,balo đẹp chất vải tốt positive positive positive,POS
13897,tuy có 1 khuyết điểm có lẽ do quá trình lưu trữ nhưng vẫn không thể làm lu mờ vẻ đẹp của em nó 1m55 40 không cỡ s là form chuẩn rộng luôn positive positive,NEU
13898,lovely sumer dres,POS
13899,cửa hàng tính lấy hết tiền của khách hay gì positive,POS
13900,vải đẹp nhưng tiếc quá positive,NEG
13901,va gì xấu lm nhin nhu ao cu vay nagative,NEG
13902,lần thứ 2 mua hàng,NEU
13903,chất luong tot giao hang lau dat 1xl xl nhung giao 2 cai xl,NEU
13904,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13905,lở rồi biết sao nagative,NEG
13906,vớ dễ thương lắm nha positive positive positive,POS
13907,chắc chắn đi êm chân positive,POS
13908,rất ưng nha cửa hàng positive,POS
13909,đường chỉ may cũng đẹp chắc chắn thời gian giao hàng nhanh positive positive positive,POS
13910,ưng được mỗi áo này positive positive,POS
13911,vải đẹp hình đẹp positive positive,POS
13912,chất lượng sản phẩm rất tuyệt chất vải mềm mịn co dãn nhiều ck t 68 không mặc cỡ l vừa hin luôn positive positive positive positive positive,POS
13913,mình mua cỡ 38 nhưng mang vào cứ như 37 may là vẫn vừa positive,POS
13914,thời gian giao hàng rất nhanh,POS
13915,áo xấu không như mong muốn nagative,NEG
13916,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive,POS
13917,nếu bạn đi 40 thì nên chọn cỡ 41,NEU
13918,thời gian giao hàng nhanh,POS
13919,cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive,POS
13920,đóng gói sản phẩm chắc chắn positive,POS
13921,vai áo bị rộng áo dáng notpos  đóng gói sản phẩm rất đẹp và chắc chắn nagative positive positive,NEU
13922,đường may xấu vải nhăn và cứng giá này thì mình cũng chấp nhận nhưng form áo không giống loại hàng mẫu mặc tròn hình cửa hàng đăng positive nagative,NEG
13923,tks cửa hàng,POS
13924,sản phẩm ok positive,NEU
13925,đóng gói sản phẩm ok positive,POS
13926,áo đẹp ma hinh theu nhăn vá positive,NEU
13927,giặt ra màu quá,NEG
13928,gói nhỏ nhưng khá nhiều,POS
13929,mặc bị tụt không ôm bụng nagative,NEG
13930,lần đầu dùng 5 miếng đã thấy trắng hơn nhiều,POS
13931,nv cũng ok r positive,NEU
13932,cửa hàng làm ăn quá tệ nagative,NEG
13933,chất liệu vải đúng giá tiền positive,POS
13934,mua lần 2 vẫn vừa í chị chủ s yêu dth dê tính co tâm nhất positive positive,POS
13935,sản phẩm đẹp chất mát so với giá tiền thì quá tuyệt vời positive positive,POS
13936,chất lượng sản phẩm tuyệt vời đúng sie positive positive positive,POS
13937,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
13938,rất đẹp đóng gói kỹ lưỡng vô cùng hài lòng thời gian giao hàng rất nhanh positive positive,POS
13939,h chả biết khắc phục thế nào,NEG
13940,thời gian giao hàng rất nhanh,POS
13941,áo xinh vải dày dặn positive,POS
13942,rất tuyệt vời positive,POS
13943,thời gian giao hàng nhanh,POS
13944,tks c,POS
13945,k co dãn,NEG
13946,chất lượng sản phẩm tuyệt vời positive positive,POS
13947,đúng tiền nào của lấy positive,POS
13948,áo đẹp lắm ạ positive positive,POS
13949,cảm on c chủ rất chu đáo và tận tình với khách hàng positive,POS
13950,bỉm mỏng thấm hút notpos  lắm nagative,NEG
13951,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive positive,POS
13952,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền cam ơn cửa hàng nhiều nhe positive positive positive positive positive,POS
13953,chất phát ngất positive,POS
13954,mình mua đến lần thứ 3 rồi,POS
13955,cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời positive positive positive positive,POS
13956,hàng đúng đẹp luôn rất hài lòng positive positive positive,POS
13957,hàng đẹp y hình mặc rất lên dáng positive positive positive,POS
13958,hàng đẹp positive,POS
13959,vải dày dặn đẹp,POS
13960,hang ok,POS
13961,k được đẹp cho lắm positive positive,NEU
13962,màu không giống hình và thiếu mấy màu mình thích nhưng chất lượng vẫn ok nagative positive positive positive,POS
13963,sản phẩm y hình lông mềm mịn positive positive,POS
13964,tuy nhiên cửa hàng vẫn được 5star vì sản phẩm và màu sắc đúng như cam kết positive positive,POS
13965,mày giống hình nhưng tay hơi xấu cổ mặc bị quá sát đằng trước còn rộng sau gáy nhiều dù cố chỉnh cái váy về đằng trước thì chỉ cử động vài cái là lại về như cũ đằng sau dáng váy xấu nagative nagative nagative,NEG
13966,chất vải notpos   lắm,NEU
13967,áo y hình,POS
13968,mình mới dùng chưa biết thế nào hi vọng da mình hợp sẽ tiếp tục ủng hộ cửa hàng,POS
13969,lực hút yếu nagative,NEG
13970,đặt 3 món mà giao sai 2 món nt cửa hàng không thèm trả lời nagative,NEG
13971,chất lượng sản phẩm tạm được vải notpos  như trong hình áo hơi ngắn nhắn tin với cửa hàng đến hơn 5 ngày rồi cửa hàng vẫn chưa trả lời positive positive nagative,NEG
13972,ưng ý hơn mình tưởng tượng positive,POS
13973,mua lần 2 rùi thấy cực ok lun positive,POS
13974,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive positive positive positive,POS
13975,áo và quần chip mặc thích lắm positive,POS
13976,cảm ơn cửa hàng nhiều star positive,POS
13977,y nhình,NEU
13978,mọi thứ ok positive,POS
13979,chất lượng sản phẩm tuyệt vời đóng gói quá chán giao hàng hơi chậm positive positive nagative nagative,NEU
13980,quá đẹp y hình luôn dáng bagy vải đúng ý mk positive positive,POS
